attendance,assignment_score,internal_marks,Extracurricular Activities,final_marks
82,13,17.0,Yes,47.0
92,15,21.0,No,50.0
77,10,15.0,Yes,32.0
85,11,14.0,No,45.0
75,16,28.0,Yes,53.0
72,15,18.0,Yes,41.0
98,18,27.0,No,63.0
92,10,15.0,Yes,44.0
85,14,22.0,Yes,38.0
60,10,17.0,Yes,49.0
97,16,18.0,Yes,59.0
61,11,15.0,Yes,45.0
65,14,21.0,No,53.0
97,16,27.0,Yes,41.0
83,14,20.0,Yes,41.0
77,8,12.0,Yes,56.0
86,20,30.0,No,27.0
100,14,19.0,No,35.0
67,10,15.0,No,51.0
87,17,25.0,Yes,42.0
69,17,24.0,Yes,48.0
76,14,22.0,Yes,50.0
88,20,30.0,Yes,32.0
65,13,20.0,Yes,32.0
73,16,20.0,No,57.0
81,17,24.0,Yes,41.0
65,20,30.0,Yes,38.0
85,9,13.0,No,49.0
98,20,28.0,No,55.0
71,19,30.0,No,53.0
94,16,23.0,No,50.0
73,13,20.0,No,57.0
81,12,16.0,Yes,50.0
82,16,23.0,Yes,39.0
66,16,24.0,Yes,48.0
99,16,24.0,Yes,53.0
84,15,23.0,Yes,37.0
72,16,24.0,No,39.0
80,8,10.0,Yes,47.0
100,14,24.0,Yes,52.0
69,11,16.0,No,45.0
68,15,20.0,No,48.0
74,19,24.0,Yes,20.0
61,12,18.0,Yes,61.0
84,13,18.0,No,53.0
72,12,19.0,Yes,52.0
93,13,20.0,No,51.0
93,17,30.0,Yes,52.0
94,17,23.0,No,59.0
97,19,30.0,No,56.0
62,12,16.0,No,49.0
65,17,27.0,Yes,53.0
78,18,30.0,No,48.0
62,20,29.0,No,37.0
77,12,17.0,Yes,40.0
98,9,13.0,Yes,41.0
68,14,20.0,Yes,43.0
71,20,30.0,No,43.0
64,12,18.0,No,33.0
62,16,25.0,No,47.0
70,8,13.0,Yes,52.0
89,20,30.0,Yes,40.0
63,9,13.0,No,42.0
64,8,14.0,Yes,53.0
60,15,25.0,Yes,47.0
86,15,22.0,No,54.0
87,19,26.0,No,52.0
88,18,30.0,Yes,37.0
77,9,14.0,No,47.0
71,15,23.0,Yes,51.0
72,13,21.0,Yes,38.0
100,11,19.0,No,33.0
61,16,24.0,No,45.0
96,18,30.0,Yes,24.0
83,14,22.0,No,51.0
94,14,20.0,Yes,37.0
81,13,19.0,Yes,42.0
95,14,23.0,Yes,47.0
70,13,16.0,Yes,45.0
88,15,24.0,Yes,37.0
94,13,20.0,No,65.0
74,16,27.0,Yes,44.0
90,13,22.0,Yes,70.0
100,17,26.0,No,36.0
75,13,17.0,No,41.0
69,17,24.0,No,45.0
91,12,18.0,Yes,46.0
61,18,30.0,Yes,55.0
83,10,17.0,No,22.0
82,15,21.0,No,60.0
61,13,20.0,No,26.0
97,15,22.0,No,37.0
90,11,15.0,No,46.0
99,14,22.0,Yes,49.0
85,12,18.0,No,43.0
88,14,19.0,Yes,40.0
62,14,23.0,Yes,45.0
73,16,24.0,No,41.0
84,15,22.0,No,56.0
60,20,30.0,No,52.0
62,13,22.0,No,49.0
85,15,23.0,No,55.0
77,20,27.0,Yes,48.0
68,14,23.0,No,43.0
97,18,26.0,No,29.0
82,17,25.0,Yes,64.0
80,20,29.0,No,56.0
60,11,14.0,No,33.0
80,10,16.0,No,52.0
86,12,16.0,Yes,50.0
65,16,25.0,No,36.0
95,12,16.0,No,59.0
87,9,13.0,No,47.0
76,12,19.0,No,34.0
99,16,24.0,Yes,33.0
62,12,19.0,No,49.0
71,18,28.0,Yes,35.0
98,12,21.0,No,38.0
71,15,22.0,No,49.0
61,14,23.0,No,38.0
81,16,23.0,Yes,40.0
82,16,26.0,No,37.0
89,20,30.0,No,52.0
64,17,28.0,Yes,57.0
68,14,18.0,No,28.0
80,17,19.0,No,35.0
70,17,27.0,No,23.0
64,20,30.0,No,46.0
94,15,23.0,Yes,47.0
86,15,23.0,Yes,36.0
61,19,28.0,Yes,41.0
83,9,15.0,No,50.0
90,14,22.0,No,61.0
92,17,25.0,No,38.0
98,18,27.0,No,46.0
89,8,13.0,Yes,50.0
96,11,15.0,No,63.0
87,8,10.0,Yes,49.0
90,18,25.0,No,64.0
70,16,23.0,No,31.0
82,19,30.0,Yes,49.0
61,15,23.0,No,42.0
99,20,29.0,Yes,45.0
100,12,18.0,Yes,33.0
86,14,19.0,No,57.0
94,16,24.0,Yes,51.0
61,13,19.0,Yes,47.0
98,16,21.0,No,28.0
96,15,25.0,Yes,54.0
80,14,20.0,Yes,38.0
64,15,22.0,No,37.0
80,17,27.0,Yes,30.0
88,14,22.0,No,42.0
79,12,18.0,Yes,39.0
97,15,22.0,No,58.0
79,13,21.0,No,35.0
84,12,18.0,No,38.0
61,10,15.0,No,39.0
91,18,29.0,No,37.0
85,17,28.0,Yes,32.0
65,19,29.0,No,51.0
100,15,23.0,No,43.0
62,18,28.0,Yes,40.0
92,12,17.0,No,38.0
60,9,13.0,Yes,46.0
64,13,19.0,Yes,39.0
72,14,19.0,No,44.0
78,16,29.0,Yes,50.0
71,19,28.0,Yes,48.0
84,16,25.0,Yes,59.0
94,20,30.0,No,55.0
71,15,24.0,Yes,48.0
89,15,22.0,No,49.0
64,16,24.0,No,65.0
93,16,22.0,Yes,37.0
81,16,26.0,No,50.0
98,11,18.0,Yes,36.0
72,18,24.0,Yes,53.0
62,20,30.0,No,51.0
79,12,15.0,No,43.0
90,15,21.0,No,58.0
64,11,18.0,Yes,46.0
83,17,21.0,Yes,48.0
99,17,28.0,Yes,29.0
92,10,16.0,No,68.0
67,11,16.0,Yes,35.0
83,9,15.0,Yes,33.0
79,20,30.0,Yes,51.0
75,12,15.0,Yes,47.0
71,15,26.0,No,30.0
72,14,23.0,Yes,36.0
98,18,26.0,No,41.0
84,17,27.0,Yes,38.0
91,17,23.0,Yes,47.0
83,13,19.0,Yes,54.0
68,17,21.0,No,67.0
99,18,24.0,No,30.0
82,17,26.0,No,44.0
72,11,17.0,Yes,46.0
91,12,19.0,Yes,46.0
74,20,30.0,No,47.0
95,20,30.0,Yes,46.0
64,15,24.0,Yes,57.0
81,15,25.0,No,49.0
75,15,23.0,Yes,30.0
100,17,25.0,Yes,32.0
69,11,16.0,Yes,54.0
83,16,22.0,No,50.0
77,12,20.0,Yes,42.0
77,15,19.0,No,50.0
66,12,18.0,Yes,51.0
63,13,21.0,No,55.0
85,16,22.0,No,43.0
64,13,17.0,No,53.0
75,12,13.0,No,44.0
94,19,28.0,Yes,30.0
85,12,16.0,No,49.0
77,8,14.0,Yes,58.0
88,17,22.0,Yes,53.0
82,14,22.0,No,57.0
73,15,20.0,Yes,47.0
74,15,19.0,Yes,37.0
92,19,26.0,Yes,47.0
84,20,30.0,Yes,41.0
80,16,22.0,No,48.0
76,11,19.0,Yes,46.0
82,15,23.0,Yes,55.0
76,17,24.0,Yes,31.0
73,18,25.0,Yes,22.0
88,15,26.0,Yes,46.0
79,13,18.0,No,41.0
89,12,17.0,Yes,40.0
78,15,25.0,No,38.0
98,10,18.0,Yes,45.0
72,16,24.0,No,49.0
77,16,26.0,Yes,50.0
92,17,30.0,No,44.0
98,19,26.0,No,27.0
99,15,21.0,No,54.0
77,15,25.0,Yes,51.0
68,14,20.0,No,34.0
92,17,28.0,No,46.0
91,15,22.0,No,25.0
76,18,28.0,Yes,49.0
78,18,26.0,Yes,50.0
86,16,24.0,Yes,53.0
65,15,20.0,No,51.0
94,14,21.0,Yes,40.0
96,16,22.0,Yes,35.0
93,16,28.0,Yes,38.0
79,14,20.0,Yes,44.0
84,16,22.0,No,32.0
63,13,21.0,Yes,42.0
69,16,22.0,No,42.0
69,13,21.0,No,56.0
83,17,24.0,No,50.0
80,14,21.0,No,38.0
70,20,30.0,No,48.0
86,15,22.0,No,49.0
75,16,24.0,Yes,28.0
85,11,15.0,No,66.0
89,19,26.0,Yes,43.0
75,15,23.0,No,36.0
66,20,29.0,Yes,45.0
75,15,20.0,No,36.0
94,14,22.0,Yes,27.0
75,13,19.0,Yes,51.0
99,17,23.0,No,45.0
71,17,25.0,No,48.0
94,11,16.0,No,28.0
80,13,17.0,No,50.0
95,17,30.0,Yes,43.0
76,13,19.0,Yes,32.0
91,13,19.0,No,36.0
100,16,29.0,No,61.0
65,15,23.0,Yes,41.0
83,14,23.0,No,60.0
86,20,30.0,Yes,35.0
79,15,23.0,No,39.0
84,11,15.0,No,41.0
61,10,16.0,Yes,53.0
68,18,30.0,Yes,47.0
87,12,21.0,No,47.0
97,15,20.0,Yes,55.0
62,12,22.0,No,51.0
79,15,21.0,Yes,31.0
65,16,22.0,No,55.0
98,11,15.0,No,34.0
92,14,20.0,No,55.0
60,13,16.0,Yes,49.0
96,12,18.0,Yes,51.0
65,14,20.0,Yes,41.0
93,13,20.0,Yes,34.0
74,18,26.0,No,43.0
85,13,16.0,Yes,48.0
73,16,23.0,Yes,51.0
66,16,26.0,Yes,40.0
90,10,13.0,No,38.0
83,13,18.0,Yes,42.0
90,15,23.0,Yes,53.0
88,16,22.0,No,27.0
91,14,21.0,No,42.0
76,18,28.0,No,38.0
73,15,21.0,No,50.0
99,16,23.0,No,56.0
95,13,17.0,No,29.0
83,16,22.0,No,48.0
86,20,30.0,Yes,54.0
84,17,27.0,No,35.0
91,18,27.0,No,55.0
77,14,20.0,No,35.0
77,18,27.0,No,51.0
96,18,25.0,No,57.0
85,16,24.0,Yes,37.0
68,15,24.0,Yes,42.0
94,11,16.0,Yes,56.0
67,15,21.0,Yes,21.0
79,17,25.0,Yes,50.0
81,13,22.0,Yes,63.0
89,15,24.0,No,56.0
87,16,24.0,No,53.0
94,11,15.0,No,44.0
70,15,20.0,No,49.0
90,16,25.0,No,47.0
98,19,27.0,No,40.0
95,14,23.0,Yes,57.0
89,20,29.0,No,45.0
82,15,25.0,No,49.0
78,11,16.0,No,35.0
71,14,23.0,Yes,22.0
74,12,19.0,Yes,33.0
90,14,23.0,Yes,63.0
96,16,24.0,No,51.0
96,16,23.0,No,41.0
74,12,20.0,No,51.0
88,11,20.0,Yes,49.0
85,16,22.0,Yes,27.0
61,17,26.0,No,53.0
79,14,22.0,Yes,26.0
74,7,11.0,No,39.0
63,12,21.0,Yes,35.0
81,18,25.0,Yes,47.0
97,13,22.0,Yes,47.0
85,17,21.0,Yes,57.0
70,14,18.0,No,46.0
87,19,29.0,No,55.0
61,14,23.0,No,45.0
67,12,20.0,Yes,47.0
88,19,29.0,Yes,31.0
70,15,20.0,Yes,37.0
96,12,16.0,No,43.0
77,16,25.0,Yes,52.0
73,14,21.0,Yes,40.0
69,12,20.0,No,38.0
94,15,22.0,No,36.0
68,15,21.0,No,49.0
94,10,14.0,Yes,44.0
70,12,18.0,Yes,36.0
71,20,26.0,No,43.0
62,15,23.0,Yes,37.0
98,19,29.0,No,35.0
73,16,26.0,Yes,29.0
87,19,30.0,No,31.0
70,17,28.0,Yes,44.0
98,12,21.0,No,25.0
84,17,26.0,No,37.0
80,12,14.0,No,51.0
69,18,29.0,Yes,55.0
74,16,26.0,Yes,49.0
78,15,22.0,Yes,53.0
81,14,17.0,No,45.0
80,17,28.0,No,34.0
91,15,22.0,No,52.0
82,9,11.0,No,50.0
72,10,14.0,No,40.0
64,11,16.0,No,39.0
63,17,25.0,No,45.0
87,18,26.0,No,56.0
73,16,26.0,No,41.0
68,19,30.0,No,49.0
94,16,22.0,Yes,34.0
96,17,28.0,No,49.0
80,15,23.0,Yes,49.0
77,14,22.0,No,60.0
92,14,23.0,Yes,44.0
67,20,30.0,No,50.0
76,12,18.0,No,46.0
90,16,23.0,No,54.0
65,13,18.0,No,38.0
81,17,26.0,Yes,43.0
73,10,15.0,Yes,45.0
62,18,26.0,Yes,33.0
71,20,29.0,Yes,48.0
95,16,26.0,Yes,54.0
71,19,29.0,No,38.0
61,16,22.0,Yes,35.0
61,17,26.0,Yes,49.0
74,16,25.0,Yes,47.0
82,13,21.0,Yes,47.0
88,13,21.0,No,30.0
76,19,30.0,No,70.0
91,15,24.0,No,20.0
66,15,18.0,Yes,54.0
89,15,22.0,Yes,38.0
87,16,24.0,Yes,70.0
73,11,21.0,No,49.0
89,14,23.0,Yes,56.0
76,16,23.0,No,50.0
91,11,15.0,Yes,21.0
65,16,23.0,Yes,46.0
83,12,16.0,No,49.0
65,16,28.0,Yes,50.0
86,20,30.0,No,57.0
77,15,24.0,Yes,47.0
83,12,19.0,No,53.0
96,16,25.0,Yes,37.0
83,16,22.0,Yes,27.0
97,12,21.0,Yes,36.0
93,10,15.0,Yes,38.0
99,12,21.0,Yes,36.0
74,15,23.0,No,33.0
70,14,25.0,No,35.0
81,18,28.0,Yes,41.0
83,17,25.0,No,35.0
60,15,25.0,No,70.0
77,10,15.0,No,31.0
71,17,27.0,No,49.0
87,20,30.0,Yes,40.0
99,18,26.0,No,50.0
66,13,19.0,No,43.0
82,15,24.0,Yes,54.0
80,16,26.0,Yes,41.0
93,19,24.0,Yes,46.0
70,13,20.0,Yes,23.0
81,14,21.0,Yes,31.0
94,15,20.0,Yes,29.0
88,15,24.0,Yes,60.0
87,17,29.0,Yes,54.0
77,16,27.0,No,47.0
73,11,12.0,Yes,55.0
77,13,20.0,No,35.0
87,13,18.0,Yes,60.0
83,8,11.0,Yes,46.0
67,18,26.0,No,43.0
67,15,18.0,Yes,55.0
63,13,15.0,Yes,55.0
86,18,27.0,No,31.0
95,16,24.0,No,54.0
64,11,16.0,No,43.0
92,17,23.0,No,48.0
93,19,28.0,No,41.0
89,15,25.0,No,34.0
67,15,22.0,Yes,31.0
98,15,21.0,Yes,39.0
85,11,19.0,Yes,49.0
96,15,22.0,Yes,48.0
93,12,19.0,Yes,47.0
66,15,23.0,No,53.0
99,15,21.0,No,44.0
87,17,24.0,Yes,64.0
98,17,23.0,No,49.0
98,12,16.0,Yes,35.0
87,16,26.0,No,32.0
73,18,25.0,Yes,48.0
97,12,18.0,Yes,43.0
63,20,29.0,Yes,33.0
77,12,19.0,No,43.0
84,20,27.0,No,39.0
66,12,20.0,Yes,41.0
97,15,25.0,No,59.0
87,14,21.0,Yes,52.0
64,11,12.0,Yes,55.0
62,17,24.0,No,62.0
90,17,26.0,Yes,46.0
79,17,26.0,Yes,48.0
78,14,20.0,Yes,48.0
70,13,22.0,No,56.0
99,18,26.0,Yes,56.0
62,16,26.0,Yes,39.0
82,13,20.0,Yes,34.0
66,16,23.0,Yes,34.0
82,10,16.0,No,46.0
66,15,22.0,Yes,33.0
93,17,27.0,Yes,49.0
78,14,27.0,No,24.0
68,17,24.0,No,64.0
77,17,27.0,No,31.0
100,16,25.0,No,38.0
84,20,30.0,No,39.0
73,19,30.0,No,60.0
84,17,29.0,Yes,45.0
78,16,22.0,Yes,34.0
98,14,18.0,No,44.0
74,13,18.0,Yes,45.0
75,17,25.0,No,49.0
86,14,24.0,Yes,34.0
99,12,21.0,No,54.0
69,13,19.0,No,46.0
63,13,19.0,Yes,60.0
78,20,28.0,No,43.0
87,18,27.0,Yes,44.0
80,15,22.0,No,43.0
73,16,24.0,No,58.0
92,17,28.0,Yes,52.0
69,12,19.0,No,38.0
78,11,14.0,Yes,70.0
89,18,22.0,Yes,39.0
81,11,18.0,Yes,40.0
62,15,23.0,Yes,55.0
96,13,20.0,Yes,43.0
100,16,24.0,No,34.0
77,14,19.0,No,57.0
70,17,25.0,Yes,65.0
61,8,11.0,No,35.0
71,18,27.0,Yes,57.0
65,17,27.0,No,40.0
99,18,26.0,Yes,24.0
88,18,25.0,No,52.0
89,16,27.0,Yes,26.0
61,13,18.0,No,38.0
68,16,26.0,Yes,42.0
61,16,28.0,Yes,45.0
88,18,30.0,No,56.0
92,17,27.0,Yes,39.0
69,15,22.0,Yes,59.0
93,16,26.0,No,44.0
67,17,25.0,No,34.0
96,18,30.0,Yes,51.0
92,20,30.0,Yes,63.0
65,17,26.0,Yes,40.0
99,17,26.0,Yes,35.0
78,14,20.0,No,39.0
91,14,21.0,Yes,28.0
86,13,20.0,Yes,48.0
92,12,19.0,No,51.0
99,14,23.0,Yes,42.0
91,14,22.0,No,52.0
64,16,23.0,No,42.0
76,13,14.0,No,50.0
67,13,22.0,Yes,35.0
93,9,13.0,Yes,48.0
68,16,24.0,Yes,38.0
82,12,19.0,No,51.0
94,13,21.0,Yes,44.0
66,17,27.0,Yes,56.0
74,12,20.0,Yes,42.0
79,16,26.0,No,38.0
84,11,10.0,Yes,46.0
62,15,23.0,Yes,68.0
83,13,20.0,Yes,56.0
93,14,20.0,Yes,37.0
81,20,30.0,No,45.0
70,10,15.0,Yes,38.0
67,19,27.0,Yes,36.0
98,12,20.0,No,45.0
94,18,28.0,No,42.0
97,18,27.0,No,35.0
67,16,20.0,No,38.0
96,11,21.0,No,46.0
86,16,20.0,Yes,39.0
87,20,30.0,No,45.0
99,15,24.0,No,38.0
93,15,26.0,No,50.0
91,14,19.0,Yes,38.0
74,17,24.0,Yes,51.0
76,15,24.0,Yes,42.0
92,16,25.0,No,24.0
75,14,24.0,Yes,42.0
88,12,20.0,No,50.0
68,20,29.0,No,39.0
92,15,22.0,Yes,43.0
88,20,30.0,Yes,51.0
72,16,21.0,Yes,60.0
80,17,27.0,No,57.0
80,14,22.0,Yes,46.0
64,13,18.0,Yes,51.0
69,14,21.0,Yes,46.0
65,13,16.0,Yes,30.0
72,12,20.0,Yes,58.0
60,20,30.0,No,58.0
79,17,23.0,No,28.0
67,19,26.0,Yes,41.0
69,18,26.0,No,60.0
68,13,21.0,No,47.0
100,10,16.0,No,35.0
62,14,19.0,Yes,57.0
70,15,21.0,No,46.0
71,18,27.0,Yes,58.0
69,15,21.0,No,46.0
84,20,29.0,Yes,23.0
84,14,22.0,No,63.0
70,17,23.0,No,34.0
95,13,19.0,Yes,41.0
98,16,24.0,Yes,57.0
85,15,22.0,No,68.0
73,14,22.0,Yes,44.0
98,13,21.0,Yes,49.0
99,15,24.0,Yes,33.0
60,18,26.0,Yes,42.0
63,12,18.0,No,56.0
89,15,23.0,Yes,48.0
71,16,24.0,No,62.0
94,17,27.0,No,31.0
72,20,30.0,Yes,31.0
90,17,24.0,Yes,38.0
97,14,25.0,Yes,39.0
82,13,20.0,Yes,55.0
63,13,21.0,No,41.0
75,13,21.0,No,33.0
66,16,25.0,Yes,49.0
81,16,25.0,No,37.0
88,17,27.0,Yes,34.0
70,17,25.0,No,56.0
92,19,30.0,No,58.0
88,13,21.0,No,55.0
98,20,30.0,Yes,37.0
71,13,19.0,Yes,39.0
66,16,24.0,No,50.0
98,14,19.0,Yes,52.0
85,15,25.0,Yes,43.0
99,17,24.0,No,57.0
68,11,17.0,Yes,25.0
100,13,19.0,Yes,39.0
93,17,28.0,No,67.0
72,15,22.0,No,45.0
95,14,22.0,No,40.0
84,12,16.0,No,50.0
83,14,20.0,Yes,35.0
76,17,27.0,Yes,22.0
61,13,22.0,No,70.0
72,19,30.0,No,36.0
90,18,30.0,Yes,47.0
88,14,23.0,Yes,47.0
87,13,20.0,Yes,50.0
86,7,10.0,No,37.0
90,12,20.0,No,38.0
99,11,15.0,No,45.0
74,15,21.0,Yes,46.0
92,16,23.0,No,61.0
79,20,30.0,No,42.0
71,15,19.0,Yes,47.0
96,9,12.0,No,37.0
68,13,20.0,Yes,39.0
82,17,26.0,No,65.0
67,15,22.0,Yes,38.0
91,18,28.0,Yes,41.0
73,13,21.0,Yes,56.0
86,18,27.0,No,64.0
84,16,23.0,No,53.0
72,16,26.0,No,53.0
80,15,22.0,No,32.0
90,13,20.0,No,50.0
96,15,24.0,No,42.0
64,16,22.0,Yes,50.0
72,11,15.0,No,42.0
87,15,22.0,No,39.0
84,19,30.0,Yes,30.0
94,16,21.0,Yes,44.0
98,19,29.0,No,47.0
66,16,22.0,Yes,24.0
97,12,23.0,No,39.0
91,17,26.0,Yes,42.0
62,12,16.0,No,51.0
98,14,18.0,Yes,39.0
96,14,22.0,Yes,51.0
81,13,20.0,No,48.0
67,20,30.0,No,54.0
76,15,20.0,Yes,40.0
86,20,30.0,Yes,42.0
92,16,24.0,Yes,51.0
76,13,20.0,Yes,35.0
71,14,22.0,No,44.0
86,15,23.0,Yes,55.0
67,14,24.0,Yes,38.0
82,14,20.0,No,48.0
88,17,28.0,No,45.0
79,16,27.0,No,60.0
75,17,28.0,No,46.0
76,20,30.0,No,50.0
75,14,20.0,No,43.0
78,18,28.0,Yes,40.0
67,19,29.0,Yes,47.0
97,19,29.0,Yes,39.0
97,10,16.0,No,55.0
88,20,30.0,No,57.0
100,13,18.0,Yes,46.0
95,9,11.0,Yes,41.0
85,20,30.0,No,47.0
90,17,21.0,No,32.0
71,17,25.0,Yes,37.0
76,14,24.0,Yes,34.0
74,16,21.0,Yes,38.0
68,15,22.0,Yes,39.0
98,13,17.0,Yes,32.0
71,15,23.0,No,42.0
91,15,24.0,Yes,43.0
84,11,17.0,Yes,51.0
98,15,21.0,No,46.0
77,10,15.0,Yes,59.0
74,20,30.0,No,51.0
91,15,24.0,No,68.0
65,12,17.0,Yes,34.0
94,17,25.0,Yes,55.0
93,13,19.0,No,29.0
97,15,23.0,No,56.0
64,16,21.0,No,49.0
77,12,19.0,Yes,43.0
75,20,29.0,Yes,47.0
67,20,29.0,Yes,40.0
84,13,18.0,Yes,39.0
91,12,19.0,Yes,49.0
85,13,18.0,No,29.0
81,14,19.0,Yes,48.0
90,18,26.0,Yes,44.0
69,13,17.0,No,42.0
71,12,20.0,Yes,40.0
87,15,20.0,Yes,47.0
65,11,16.0,Yes,55.0
79,18,26.0,No,67.0
64,17,29.0,No,56.0
82,13,20.0,Yes,53.0
68,14,20.0,Yes,37.0
88,16,24.0,Yes,39.0
75,12,16.0,No,45.0
81,13,21.0,No,49.0
67,14,21.0,Yes,40.0
79,11,17.0,Yes,57.0
73,14,19.0,Yes,38.0
98,12,15.0,Yes,32.0
96,19,25.0,No,55.0
93,14,18.0,No,47.0
70,12,18.0,Yes,42.0
99,17,29.0,No,31.0
92,13,19.0,No,55.0
90,12,17.0,Yes,69.0
93,18,27.0,Yes,50.0
66,14,19.0,Yes,39.0
82,18,24.0,Yes,47.0
66,15,21.0,No,51.0
84,15,22.0,Yes,50.0
62,17,29.0,Yes,37.0
97,13,19.0,Yes,40.0
79,13,20.0,Yes,38.0
93,19,26.0,No,49.0
89,17,27.0,Yes,44.0
76,15,21.0,Yes,57.0
69,17,23.0,No,47.0
94,17,23.0,Yes,52.0
79,18,26.0,Yes,42.0
77,12,16.0,Yes,27.0
86,15,23.0,No,58.0
95,18,25.0,Yes,46.0
82,20,30.0,Yes,49.0
91,13,18.0,Yes,53.0
69,15,21.0,No,48.0
70,15,21.0,Yes,26.0
97,11,14.0,Yes,41.0
65,14,21.0,Yes,40.0
100,10,14.0,No,41.0
93,14,23.0,No,43.0
95,12,13.0,Yes,46.0
96,16,26.0,Yes,64.0
76,14,20.0,No,50.0
99,14,24.0,Yes,52.0
99,20,30.0,No,40.0
71,15,25.0,No,60.0
80,20,30.0,No,46.0
99,16,24.0,Yes,45.0
78,17,24.0,No,27.0
62,12,18.0,No,52.0
77,13,18.0,Yes,54.0
78,15,23.0,Yes,54.0
65,19,29.0,Yes,31.0
75,14,21.0,No,54.0
67,11,19.0,No,42.0
77,16,25.0,Yes,32.0
98,15,21.0,No,67.0
71,13,21.0,Yes,60.0
69,14,23.0,Yes,52.0
66,12,13.0,Yes,50.0
60,18,25.0,Yes,61.0
95,15,22.0,Yes,40.0
80,16,22.0,No,70.0
96,13,21.0,No,45.0
83,19,27.0,Yes,55.0
84,16,22.0,No,50.0
66,9,14.0,No,35.0
76,16,24.0,Yes,45.0
88,14,23.0,No,60.0
89,15,23.0,No,37.0
66,18,30.0,Yes,59.0
92,15,20.0,No,52.0
66,20,27.0,No,32.0
83,15,25.0,No,45.0
70,14,27.0,No,45.0
68,10,15.0,No,35.0
71,13,19.0,Yes,48.0
94,14,21.0,Yes,31.0
63,19,27.0,Yes,54.0
95,14,17.0,Yes,36.0
87,20,30.0,Yes,42.0
72,12,18.0,No,45.0
82,13,17.0,No,60.0
78,18,26.0,Yes,32.0
96,13,17.0,Yes,40.0
98,18,28.0,Yes,47.0
83,13,19.0,No,44.0
75,13,20.0,No,46.0
92,17,27.0,No,43.0
71,13,22.0,No,48.0
93,14,21.0,No,25.0
66,16,25.0,No,59.0
70,14,25.0,Yes,44.0
90,13,21.0,No,70.0
88,11,17.0,Yes,42.0
72,19,29.0,Yes,55.0
90,20,28.0,No,38.0
61,16,23.0,No,45.0
98,14,21.0,No,35.0
74,14,20.0,No,42.0
70,17,29.0,No,38.0
93,18,28.0,No,50.0
98,13,20.0,No,62.0
63,18,29.0,No,50.0
70,17,26.0,Yes,70.0
88,18,26.0,Yes,52.0
61,10,16.0,No,36.0
75,14,22.0,Yes,69.0
98,14,24.0,No,54.0
72,14,18.0,Yes,31.0
96,20,29.0,Yes,45.0
76,14,21.0,No,53.0
80,16,26.0,No,51.0
78,15,24.0,No,53.0
66,14,21.0,Yes,55.0
97,13,22.0,Yes,39.0
67,20,29.0,No,50.0
72,14,25.0,Yes,47.0
96,18,25.0,No,42.0
61,15,19.0,Yes,53.0
100,14,22.0,No,47.0
70,15,20.0,Yes,56.0
83,16,23.0,No,48.0
65,14,21.0,No,42.0
85,13,20.0,No,47.0
66,16,26.0,Yes,52.0
98,15,20.0,No,45.0
78,13,17.0,Yes,41.0
65,12,25.0,No,47.0
88,16,24.0,No,59.0
98,9,10.0,No,52.0
61,14,19.0,Yes,49.0
78,15,21.0,Yes,43.0
63,20,30.0,Yes,47.0
65,15,25.0,No,35.0
96,14,24.0,Yes,43.0
87,16,22.0,No,50.0
89,13,18.0,No,46.0
66,14,21.0,No,41.0
68,15,21.0,No,33.0
84,17,28.0,No,44.0
92,13,24.0,Yes,38.0
60,15,23.0,Yes,45.0
65,10,16.0,No,48.0
77,17,24.0,No,59.0
69,14,22.0,Yes,54.0
87,20,28.0,No,47.0
70,16,22.0,No,66.0
92,12,14.0,No,49.0
60,12,20.0,No,38.0
72,17,28.0,Yes,43.0
96,20,30.0,No,70.0
79,19,29.0,Yes,38.0
60,11,16.0,Yes,42.0
62,16,24.0,Yes,55.0
77,18,25.0,Yes,36.0
100,11,18.0,No,55.0
73,18,29.0,No,57.0
90,13,17.0,No,48.0
86,14,19.0,Yes,62.0
76,16,21.0,Yes,43.0
88,18,26.0,Yes,54.0
95,20,30.0,No,21.0
96,14,21.0,No,52.0
85,14,18.0,No,59.0
76,13,18.0,Yes,53.0
81,17,24.0,Yes,41.0
84,18,28.0,No,30.0
61,18,25.0,Yes,57.0
81,16,24.0,Yes,37.0
64,16,23.0,No,38.0
63,14,21.0,Yes,42.0
95,15,24.0,Yes,52.0
65,18,25.0,No,57.0
80,16,19.0,Yes,65.0
72,14,18.0,Yes,47.0
96,18,28.0,Yes,48.0
84,13,17.0,Yes,50.0
85,15,21.0,No,41.0
98,11,17.0,No,52.0
79,12,20.0,Yes,40.0
92,15,25.0,No,57.0
73,13,21.0,No,36.0
95,14,19.0,No,54.0
76,19,30.0,Yes,55.0
80,15,21.0,Yes,30.0
75,18,26.0,No,49.0
75,13,19.0,No,61.0
79,17,26.0,No,48.0
88,12,21.0,No,46.0
87,14,20.0,Yes,41.0
67,17,26.0,No,51.0
83,15,21.0,Yes,42.0
62,18,30.0,Yes,51.0
84,17,26.0,Yes,53.0
78,14,24.0,Yes,49.0
92,19,26.0,Yes,57.0
61,16,23.0,Yes,50.0
74,14,21.0,Yes,42.0
81,15,25.0,No,28.0
69,15,24.0,Yes,41.0
77,16,27.0,No,44.0
81,15,25.0,No,51.0
86,16,26.0,No,27.0
72,17,26.0,No,28.0
92,16,22.0,No,27.0
64,16,20.0,Yes,45.0
85,15,23.0,Yes,33.0
72,12,20.0,No,50.0
86,12,13.0,No,42.0
